,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,Base Salary,Base Guaranteed Comp.
1798,gonzalo pineda,SEA,M,28,21,1845,1,2,11,1,0,0/0,0,1,0.05,9.1,0,1,1,0.1,24,22,0,5,1,9.09,2015,reg,160000,160000
1799,cristian higuita,ORL,M,26,25,2228,1,2,12,1,0,0/0,1,0,0.04,8.3,0,1,1,0.08,73,82,0,10,1,8.33,2015,reg,60000,60000
1800,eric avila,ORL,M,21,15,1326,1,2,17,3,1,0/0,1,0,0.07,5.9,0,0,2,0.14,16,16,0,1,0,17.65,2015,reg,72000,77000
1801,jacob peterson,KC ,F,26,15,1335,1,2,21,11,0,0/0,0,1,0.07,4.8,0,2,0,0.13,9,13,4,2,0,52.38,2015,reg,123500,130375
1802,andrew jacobson,NYC,M,33,33,2837,1,2,26,3,0,0/0,1,0,0.03,3.8,0,1,1,0.06,46,36,2,5,1,11.54,2015,reg,150000,150000
1803,andrew wenger,PHI,D-M,26,22,1725,1,2,26,9,1,0/0,1,0,0.05,3.8,0,0,2,0.1,13,7,6,0,0,34.62,2015,reg,180000,282000
1804,dairon asprilla,POR,M-F,26,10,1008,1,2,27,6,1,0/0,0,1,0.09,3.7,1,2,0,0.18,27,9,2,1,0,22.22,2015,reg,60000,60000
1805,kyle beckerman,RSL,M,26,26,2335,1,2,31,9,0,0/0,0,1,0.04,3.2,1,2,0,0.08,36,21,3,9,0,29.03,2015,reg,625000,700000
1806,ty harden,CHI,D,5,4,393,1,1,2,1,1,0/0,1,0,0.23,50.0,0,1,0,0.23,3,0,0,2,0,50.0,2015,reg,71663,75078.2
1807,leonardo gonzalez,SEA,D,16,8,712,1,1,3,2,0,0/0,1,0,0.13,33.3,0,1,0,0.13,16,7,0,1,0,66.67,2015,reg,165000,165000
1808,warren creavalle,PHI,M,19,10,896,1,1,4,3,1,0/0,1,0,0.1,25.0,0,0,1,0.1,20,8,1,4,1,75.0,2015,reg,108500,119000
1809,jared watts,COL,D-M,13,12,1050,1,1,5,1,1,0/0,1,0,0.09,20.0,1,0,1,0.09,15,9,0,5,0,20.0,2015,reg,60000,60000
1810,nelson valdez,SEA,F,7,5,413,1,1,5,1,0,0/0,1,0,0.22,20.0,0,0,1,0.22,8,15,3,0,0,20.0,2015,reg,960000,1215000
1811,andreas ivanschitz,SEA,M,6,5,439,1,1,5,2,1,0/0,0,1,0.21,20.0,0,0,1,0.21,4,10,1,1,0,40.0,2015,reg,180000,201250
1812,damien perquis,TOR,D,25,24,2069,1,1,6,2,0,0/0,1,0,0.04,16.7,0,1,0,0.04,25,16,0,6,0,33.33,2015,reg,323000,372500
1814,drew moor,COL,D,22,22,1980,1,1,7,1,0,0/0,1,0,0.05,14.3,0,1,0,0.05,23,24,4,5,0,14.29,2015,reg,258500,270500
1815,aaron maund,RSL,D,22,21,1974,1,1,8,2,0,0/0,0,1,0.05,12.5,1,1,0,0.05,22,10,0,3,0,25.0,2015,reg,60000,63449.5
1816,rob lovejoy,HOU,F,17,2,337,1,1,8,2,0,0/0,1,0,0.27,12.5,0,1,0,0.27,3,6,0,0,0,25.0,2015,reg,50000,50000
1817,chris duvall,POR,D,15,14,1283,1,1,9,5,1,0/0,0,1,0.07,11.1,0,1,0,0.07,18,17,2,3,0,55.56,2015,reg,60000,60000
1819,jamison olave,RSL,D,22,22,1852,1,1,9,4,0,0/0,1,0,0.05,11.1,0,1,0,0.05,21,16,1,2,3,44.44,2015,reg,290000,300000
1820,juan manuel martinez,RSL,M-F,8,7,647,1,1,9,6,0,0/0,0,1,0.14,11.1,0,1,0,0.14,7,29,1,2,0,66.67,2015,reg,710000,1108666.67
1821,matt hedges,DAL,D,31,30,2675,1,1,10,1,0,0/0,0,1,0.03,10.0,0,0,1,0.03,26,13,2,4,0,10.0,2015,reg,135000,135000
1822,gonzalo veron,NYR,M-F,13,2,321,1,1,10,4,0,0/0,1,0,0.28,10.0,0,1,0,0.28,6,11,2,0,0,40.0,2015,reg,200004,200004
1823,kyle bekker,DAL,M,11,4,478,1,1,10,5,0,0/0,0,1,0.19,10.0,0,0,1,0.19,5,0,0,1,0,50.0,2015,reg,61765,88015
1824,matias laba,VAN,M,30,30,2539,1,1,12,4,0,0/0,0,1,0.04,8.3,1,1,0,0.04,60,22,0,6,2,33.33,2015,reg,325000,325000
1825,gershon koffie,VAN,M,28,22,2001,1,1,13,2,0,0/0,1,0,0.04,7.7,1,1,0,0.04,51,37,0,7,0,15.38,2015,reg,230000,241000
1826,marcel de jong,KC ,D-M,13,11,847,1,1,13,3,0,0/0,0,1,0.11,7.7,0,0,1,0.11,5,10,1,1,0,23.08,2015,reg,180000,191500
1827,damarcus beasley,HOU,D,28,28,2374,1,1,13,7,0,0/0,1,0,0.04,7.7,1,1,0,0.04,16,58,1,1,0,53.85,2015,reg,750000,813333.33
1828,khiry shelton,SKC,F,17,7,824,1,1,13,4,0,0/0,1,0,0.11,7.7,0,1,0,0.11,5,10,2,0,0,30.77,2015,reg,70000,87500
1829,shaun wrightphillips,NYR,M,12,1,291,1,1,15,3,0,0/0,0,1,0.31,6.7,1,0,1,0.31,7,7,1,1,0,20.0,2015,reg,116004,145704
1830,joevin jones,SEA,D-M,28,26,2257,1,1,16,4,0,0/0,1,0,0.04,6.3,0,0,1,0.04,26,30,0,2,0,25.0,2015,reg,60000,66166.67
1831,matt miazga,USA,D,26,24,2128,1,1,20,8,0,0/0,0,1,0.04,5.0,0,1,0,0.04,31,18,0,5,2,40.0,2015,reg,68250,74500
1832,adam jahn,ATL,F,26,9,1005,1,1,21,6,1,0/0,0,1,0.09,4.8,1,0,1,0.09,25,14,13,1,1,28.57,2015,reg,60000,60000
1833,maurice edu,PHI,M,22,22,1980,1,1,22,5,0,0/1,1,0,0.05,4.5,0,0,1,0.05,37,34,4,8,0,22.73,2015,reg,700000,768750
1834,jackson goncalves,TOR,M,26,14,1374,1,1,24,6,0,0/0,0,1,0.07,4.2,0,0,1,0.07,24,34,3,2,0,25.0,2015,reg,165000,192500
1835,luis gil,RSL,M,24,16,1475,1,1,27,8,0,0/0,0,1,0.06,3.7,0,0,1,0.06,8,14,0,1,0,29.63,2015,reg,240000,335083.33
1836,nicolas mezquida,COL,F-M,18,12,932,1,1,28,12,0,0/0,1,0,0.1,3.6,0,1,0,0.1,29,20,3,3,0,42.86,2015,reg,80000,80000
1837,ronald zubar,NYR,D,12,8,701,1,0,2,1,0,0/0,0,1,0.13,50.0,0,0,0,0.0,9,9,0,2,0,50.0,2015,reg,240000,320000
1838,herculez gomez,TOR,F,7,2,223,1,0,3,2,0,0/0,1,0,0.4,33.3,0,0,0,0.0,6,4,0,0,0,66.67,2015,reg,240000,261000
1839,kwame watsonsiriboe,NYC,D,11,7,687,1,0,3,1,0,0/0,0,1,0.13,33.3,0,0,0,0.0,16,3,0,5,1,33.33,2015,reg,65000,81666.67
1840,steven vitoria,CAN,D,18,18,1575,1,0,3,1,0,0/0,0,1,0.06,33.3,0,0,0,0.0,29,13,0,5,0,33.33,2015,reg,400000,400000
1841,cedrick mabwati,CLB,M,9,1,233,1,0,3,2,0,0/0,1,0,0.39,33.3,0,0,0,0.0,3,5,3,0,0,66.67,2015,reg,201428.52,220178.52
1843,john stertzer,RSL,M,19,9,860,1,0,4,2,1,0/0,1,0,0.1,25.0,0,0,0,0.0,15,15,0,5,0,50.0,2015,reg,60000,69166.67
1844,kianz froese,CAN,M,9,1,208,1,0,5,1,1,0/0,0,1,0.43,20.0,0,0,0,0.0,4,4,0,2,0,20.0,2015,reg,60000,64500
1846,james riley,COL,D,16,16,1430,1,0,5,2,0,0/0,1,0,0.06,20.0,0,0,0,0.0,26,4,0,4,0,40.0,2015,reg,77500,83750
1847,eriq zavaleta,TOR,D,18,11,1054,1,0,6,2,0,0/0,0,1,0.09,16.7,0,0,0,0.0,10,4,0,1,0,33.33,2015,reg,85000,115600
1848,andy dorman,NE ,M,18,12,1127,1,0,7,2,0,0/0,0,1,0.08,14.3,0,0,0,0.0,15,11,0,8,0,28.57,2015,reg,145000,145000
1850,donny toia,RSL,D,31,29,2699,1,0,9,6,1,0/0,1,0,0.03,11.1,0,0,0,0.0,28,12,0,4,0,66.67,2015,reg,60000,60000
1851,kofi opare,DC ,D,18,17,1615,1,0,9,1,0,0/0,1,0,0.06,11.1,0,0,0,0.0,20,6,1,1,0,11.11,2015,reg,60000,60000
1852,maxim tissot,MTL,D,11,7,581,1,0,10,4,0,0/0,0,1,0.15,10.0,0,0,0,0.0,7,5,2,1,0,40.0,2015,reg,60000,60000
1853,nick labrocca,COL,M,13,6,607,1,0,11,2,0,0/0,1,0,0.15,9.1,0,0,0,0.0,10,5,0,2,0,18.18,2015,reg,160000,180000
1854,sean franklin,DC ,D,24,23,2089,1,0,11,3,0,0/0,1,0,0.04,9.1,0,0,0,0.0,22,9,3,4,0,27.27,2015,reg,202500,234166.67
1855,innocent emeghara,SJ ,F,7,6,494,1,0,11,4,1,0/0,0,1,0.18,9.1,0,0,0,0.0,8,12,1,3,0,36.36,2015,reg,988000,1300000
1856,maynor figueroa,HOU,D,10,10,900,1,0,12,4,0,0/0,1,0,0.1,8.3,0,0,0,0.0,10,13,0,3,0,33.33,2015,reg,99996,99996
1857,javier calle,NYC,D,12,7,542,1,0,12,4,0,0/0,1,0,0.17,8.3,0,0,0,0.0,7,2,0,2,0,33.33,2015,reg,200000,225750
1859,sebastian hines,ORL,D,23,21,1925,1,0,14,4,1,0/0,1,0,0.05,7.1,0,0,0,0.0,27,25,0,3,0,28.57,2015,reg,108576,109826
1860,sam cronin,COL,M,26,24,2143,1,0,18,2,0,0/0,1,0,0.04,5.6,0,0,0,0.0,38,15,0,9,1,11.11,2015,reg,200000,202500
1861,luis silva,DC ,F,24,11,876,1,0,19,9,1,0/0,0,1,0.1,5.3,0,0,0,0.0,10,14,4,0,0,47.37,2015,reg,131384,162634
1862,johan venegas,MTL,M,12,9,746,1,0,21,7,1,0/0,1,0,0.12,4.8,0,0,0,0.0,13,23,3,4,0,33.33,2015,reg,120000,132500
1863,waylon francis,CLB,D,28,28,2410,0,7,10,3,0,0/0,0,0,0.0,0.0,3,6,1,0.26,30,23,1,5,0,30.0,2015,reg,144000,170166.67
1864,steven beitashour,VAN,D,27,27,2424,0,5,2,0,0,0/0,0,0,0.0,0.0,1,1,4,0.19,33,28,2,5,0,0.0,2015,reg,190000,197166.67
1865,andrea pirlo,NYC,M,13,12,1074,0,5,20,3,0,0/0,0,0,0.0,0.0,2,3,2,0.42,6,27,1,3,0,15.0,2015,reg,2000004,2315694
1866,hector jimenez,CLB,M,23,12,1112,0,4,3,0,0,0/0,0,0,0.0,0.0,2,1,3,0.32,12,7,3,3,0,0.0,2015,reg,90000,90000
1867,michael stephens,CHI,M,20,16,1314,0,4,4,1,0,0/0,0,0,0.0,0.0,2,3,1,0.27,8,5,0,2,0,25.0,2015,reg,95000,105000
1869,sheanon williams,HOU,D-M,31,27,2428,0,4,9,2,0,0/0,0,0,0.0,0.0,3,4,0,0.15,22,23,1,5,0,22.22,2015,reg,145000,150500
1870,brek shea,MIA,D,19,17,1466,0,4,16,1,0,0/0,0,0,0.0,0.0,3,2,2,0.25,31,18,4,7,1,6.25,2015,reg,475000,520000
1871,carlos rivas,ORL,F,27,13,1372,0,4,63,16,0,0/1,0,0,0.0,0.0,1,1,3,0.26,32,32,17,6,0,25.4,2015,reg,60000,60000
1872,matt besler,SKC,D,32,32,2830,0,3,0,0,0,0/0,0,0,0.0,0.0,2,1,2,0.1,28,13,0,5,1,,2015,reg,650000,683250
1873,corey ashe,HOU,M,9,8,665,0,3,2,1,0,0/0,0,0,0.0,0.0,1,3,0,0.41,2,10,4,0,0,50.0,2015,reg,180000,189750
1874,wil trapp,MIA,M,19,17,1532,0,3,8,1,0,0/0,0,0,0.0,0.0,0,2,1,0.18,16,13,0,0,0,12.5,2015,reg,137500,164500
1875,davy arnaud,DC ,M,23,21,1915,0,3,12,2,0,0/0,0,0,0.0,0.0,3,3,0,0.14,37,48,0,8,0,16.67,2015,reg,212500,212500
1876,andy rose,VAN,M,25,17,1612,0,3,17,7,0,0/0,0,0,0.0,0.0,0,2,1,0.17,14,13,2,4,0,41.18,2015,reg,60000,60000
1877,alexander lopez,HON,M,16,12,947,0,3,18,3,0,0/0,0,0,0.0,0.0,2,1,2,0.29,10,7,0,1,0,16.67,2015,reg,115500,135500
1878,calum mallace,MTL,M,26,21,1808,0,3,19,4,0,0/0,0,0,0.0,0.0,1,2,1,0.15,22,11,0,3,0,21.05,2015,reg,60000,75000
1879,ashtone morgan,RSL,D,19,17,1554,0,2,1,0,0,0/0,0,0,0.0,0.0,0,0,2,0.12,13,17,1,2,0,0.0,2015,reg,100000,112000
1880,tyson wahl,CLB,D,18,14,1413,0,2,2,1,0,0/0,0,0,0.0,0.0,0,1,1,0.13,9,10,0,1,0,50.0,2015,reg,95000,99666.67
1881,mike magee,CHI,M,12,3,360,0,2,3,0,0,0/0,0,0,0.0,0.0,0,0,2,0.5,6,7,1,0,0,0.0,2015,reg,400000,467500
1882,soni mustivar,KC ,M,25,20,1838,0,2,3,1,0,0/0,0,0,0.0,0.0,1,2,0,0.1,31,23,0,5,0,33.33,2015,reg,250000,250000
1883,harrison afful,CLB,D,9,9,760,0,2,3,1,0,0/0,0,0,0.0,0.0,1,0,2,0.24,9,11,3,0,0,33.33,2015,reg,150000,150000
1884,erik friberg,SEA,M,13,11,949,0,2,3,1,0,0/0,0,0,0.0,0.0,0,1,1,0.19,21,10,0,3,0,33.33,2015,reg,180000,202500
1885,moises hernandez,DAL,D,14,11,968,0,2,3,2,0,0/0,0,0,0.0,0.0,1,2,0,0.19,16,6,2,2,0,66.67,2015,reg,60000,61625
1886,london woodberry,NE ,D,18,18,1498,0,2,3,1,0,0/0,0,0,0.0,0.0,0,2,0,0.12,32,9,0,6,0,33.33,2015,reg,60000,60000
1887,rj allen,NYC,D,14,13,1054,0,2,4,1,0,0/0,0,0,0.0,0.0,1,1,1,0.17,19,10,0,5,1,25.0,2015,reg,60000,60000
1888,nigel reocoker,MTL,M,28,20,1873,0,2,4,3,0,0/0,0,0,0.0,0.0,0,2,0,0.1,39,15,0,5,0,75.0,2015,reg,275000,275000
1889,marvell wynne,SJ ,D,33,32,2762,0,2,5,1,0,0/0,0,0,0.0,0.0,0,0,2,0.07,22,17,0,1,0,20.0,2015,reg,190000,200625
1891,daigo kobayashi,NE ,M,21,11,1123,0,2,7,1,0,0/0,0,0,0.0,0.0,1,2,0,0.16,10,14,0,0,0,14.29,2015,reg,135000,146666.67
1892,chris korb,DC ,D,18,17,1445,0,2,8,1,0,0/0,0,0,0.0,0.0,1,2,0,0.12,13,7,0,1,0,12.5,2015,reg,99000,106479.83
1893,sean st ledger,COL,D,27,26,2261,0,2,8,2,0,0/0,0,0,0.0,0.0,1,2,0,0.08,31,37,0,1,0,25.0,2015,reg,124992,147492
1894,rafael ramos,ORL,D,25,24,1998,0,2,8,3,0,0/0,0,0,0.0,0.0,1,2,0,0.09,20,12,2,5,2,37.5,2015,reg,50000,50000
1895,chance myers,KC ,D,13,10,840,0,2,9,2,0,0/0,0,0,0.0,0.0,1,2,0,0.21,15,5,2,2,0,22.22,2015,reg,170000,195000
1896,servando carrasco,KC ,M,21,16,1408,0,2,10,1,0,0/0,0,0,0.0,0.0,0,1,1,0.13,20,2,0,3,0,10.0,2015,reg,80750,85375
1897,david horst,HOU,D,32,28,2603,0,2,13,2,0,0/0,0,0,0.0,0.0,0,0,2,0.07,36,30,1,3,0,15.38,2015,reg,78750,81500
1898,charles eloundou,COL,F,11,3,341,0,2,15,2,0,0/0,0,0,0.0,0.0,0,2,0,0.53,2,3,5,0,0,13.33,2015,reg,60000,65000
1899,sal zizzo,NYR,D,22,10,1032,0,2,16,3,0,0/1,0,0,0.0,0.0,0,0,2,0.17,9,6,1,1,0,18.75,2015,reg,80850,94895.71
1900,luis solignac,COL,F,15,14,1232,0,2,26,10,0,0/0,0,0,0.0,0.0,0,2,0,0.15,22,22,16,0,0,38.46,2015,reg,65004,65004
1901,marius obekop,NYR,M,1,0,4,0,1,0,0,0,0/0,0,0,0.0,0.0,0,0,1,22.5,0,0,0,0,0,,2015,reg,50000,50000
1902,patrick doody,CHI,D,7,6,558,0,1,0,0,0,0/0,0,0,0.0,0.0,0,1,0,0.16,2,6,0,1,0,,2015,reg,50000,50000
1903,bright dike,TOR,F,2,0,20,0,1,0,0,0,0/0,0,0,0.0,0.0,0,0,1,4.5,0,0,0,0,0,,2015,reg,60638,64388
1904,david mateos,ORL,D,6,6,540,0,1,1,1,0,0/0,0,0,0.0,0.0,1,1,0,0.17,4,5,0,0,0,100.0,2015,reg,300000,325000
1905,darrius barnes,NE ,D,5,4,391,0,1,1,0,0,0/0,0,0,0.0,0.0,1,1,0,0.23,2,1,0,0,0,0.0,2015,reg,95000,101666.67
1906,kevan george,CLB,M,6,2,278,0,1,1,0,0,0/0,0,0,0.0,0.0,0,1,0,0.32,7,6,0,3,0,0.0,2015,reg,60000,60000
1907,raymon gaddis,PHI,D,28,27,2399,0,1,2,0,0,0/0,0,0,0.0,0.0,0,0,1,0.04,15,22,1,3,0,0.0,2015,reg,130000,132500
1908,nick hagglund,CIN,D,12,8,787,0,1,2,1,0,0/0,0,0,0.0,0.0,0,0,1,0.11,9,5,1,4,0,50.0,2015,reg,60000,60000
1909,rasheed olabiyi,HOU,M,7,4,283,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,0.32,10,1,0,0,0,0.0,2015,reg,60000,60000
1910,daniel lovitz,NSH,D,11,3,350,0,1,2,1,0,0/0,0,0,0.0,0.0,0,0,1,0.26,2,6,0,0,0,50.0,2015,reg,60000,60000
1911,michael harrington,COL,D,14,14,1260,0,1,2,1,0,0/0,0,0,0.0,0.0,0,0,1,0.07,10,7,1,2,0,50.0,2015,reg,130000,130000
1912,roman torres,MIA,D,4,4,314,0,1,2,2,0,0/0,0,0,0.0,0.0,0,1,0,0.29,4,4,0,0,0,100.0,2015,reg,438000,513812.5
1913,jermaine taylor,HOU,D,16,16,1427,0,1,3,0,0,0/0,0,0,0.0,0.0,0,1,0,0.06,18,8,0,3,1,0.0,2015,reg,203500,213000
1914,andoni iraola,NYC,D,9,8,759,0,1,3,0,0,0/0,0,0,0.0,0.0,0,1,0,0.12,8,7,0,2,0,0.0,2015,reg,200004,200004
1915,michael parkhurst,CLB,D,33,33,2895,0,1,3,0,0,0/0,0,0,0.0,0.0,0,1,0,0.03,15,15,0,2,1,0.0,2015,reg,275000,300000
1916,zach loyd,DAL,D,28,28,2396,0,1,3,1,0,0/0,0,0,0.0,0.0,1,1,0,0.04,30,28,0,2,1,33.33,2015,reg,175000,196666.67
1917,chad barson,CLB,D,10,4,456,0,1,3,3,0,0/0,0,0,0.0,0.0,0,1,0,0.2,8,1,0,2,0,100.0,2015,reg,60000,60000
1918,amobi okugo,KC ,D-M,18,10,920,0,1,4,1,0,0/0,0,0,0.0,0.0,0,0,1,0.1,11,6,0,6,0,25.0,2015,reg,275000,300000
1919,kofi sarkodie,HOU,D,16,15,1304,0,1,4,1,0,0/0,0,0,0.0,0.0,1,1,0,0.07,21,10,1,4,1,25.0,2015,reg,190000,235500
1920,aj delagarza,MIA,D,24,22,1963,0,1,4,0,0,0/0,0,0,0.0,0.0,1,1,0,0.05,11,11,0,4,0,0.0,2015,reg,200000,202500
1921,facundo coria,DC ,M,7,1,131,0,1,4,2,0,0/0,0,0,0.0,0.0,0,0,1,0.69,4,7,0,1,0,50.0,2015,reg,60000,70375
1922,emanuel pogatetz,CLB,D,19,16,1476,0,1,4,1,0,0/0,0,0,0.0,0.0,0,1,0,0.06,12,16,0,3,0,25.0,2015,reg,250000,262500
1923,patrice bernier,MTL,M,20,6,673,0,1,5,0,0,0/0,0,0,0.0,0.0,1,1,0,0.13,16,5,0,2,1,0.0,2015,reg,90000,135000
1925,connor lade,NYR,D,18,16,1433,0,1,5,1,0,0/0,0,0,0.0,0.0,1,1,0,0.06,20,15,0,6,0,20.0,2015,reg,60638,64891.01
1926,amadou dia,SKC,D,22,13,1317,0,1,5,3,0,0/0,0,0,0.0,0.0,0,1,0,0.07,26,16,3,2,0,60.0,2015,reg,50000,50000
1927,saad abdulsalaam,CIN,D,22,10,1074,0,1,5,3,0,0/0,0,0,0.0,0.0,0,0,1,0.08,13,16,1,1,0,60.0,2015,reg,60000,73750
1928,erick torres,HOU,F,11,3,339,0,1,6,1,0,0/0,0,0,0.0,0.0,1,1,0,0.27,6,11,5,1,0,16.67,2015,reg,350000,425000
1929,sean davis,RBNY,M,14,4,431,0,1,6,1,0,0/0,0,0,0.0,0.0,1,1,0,0.21,9,12,0,0,0,16.67,2015,reg,80000,97500
1930,russell teibert,VAN,M,23,15,1346,0,1,6,1,0,0/0,0,0,0.0,0.0,1,0,1,0.07,28,4,1,3,0,16.67,2015,reg,100000,167500
1931,michael farfan,DC ,M,17,7,660,0,1,6,1,0,0/0,0,0,0.0,0.0,0,0,1,0.14,19,10,0,1,0,16.67,2015,reg,120000,120000
1932,shaun francis,SJ ,D,23,18,1654,0,1,7,3,0,0/0,0,0,0.0,0.0,0,0,1,0.05,32,6,3,3,0,42.86,2015,reg,60000,62940.32
1933,jordan harvey,LAFC,D,26,25,2250,0,1,7,3,0,0/0,0,0,0.0,0.0,0,1,0,0.04,18,18,1,4,1,42.86,2015,reg,150000,150000
1934,lovel palmer,CHI,D,22,20,1797,0,1,7,0,0,0/0,0,0,0.0,0.0,1,1,0,0.05,19,11,3,2,0,0.0,2015,reg,118000,125500
1935,connor hallisey,KC ,F,13,6,516,0,1,8,3,0,0/0,0,0,0.0,0.0,0,1,0,0.17,3,1,2,0,0,37.5,2015,reg,60000,73750
1936,matt watson,CHI,M,13,8,674,0,1,9,2,0,0/0,0,0,0.0,0.0,0,1,0,0.13,12,6,0,1,1,22.22,2015,reg,80620,91689.16
1937,george fochive,POR,M,11,8,684,0,1,9,1,0,0/0,0,0,0.0,0.0,0,1,0,0.13,22,14,0,2,0,11.11,2015,reg,50000,50000
1938,jordan stewart,SJ ,D-M,14,13,1130,0,1,9,0,0,0/0,0,0,0.0,0.0,1,1,0,0.08,23,16,1,3,0,0.0,2015,reg,150000,150000
1939,victor bernardez,SJ ,D,29,29,2508,0,1,11,0,0,0/0,0,0,0.0,0.0,1,1,0,0.04,36,16,1,6,1,0.0,2015,reg,200000,241600
1940,jeb brovsky,NYC,D,15,12,1132,0,1,11,1,0,0/0,0,0,0.0,0.0,1,0,1,0.08,14,7,0,2,0,9.09,2015,reg,122500,129125
1941,liam ridgewell,POR,D,32,32,2868,0,1,12,2,0,0/0,0,0,0.0,0.0,0,1,0,0.03,19,25,2,6,1,16.67,2015,reg,1000000,1150000
1942,cristian roldan,SEA,M,22,11,1114,0,1,12,4,0,0/0,0,0,0.0,0.0,0,0,1,0.08,13,14,3,1,0,33.33,2015,reg,80000,102000
1943,mohammed saeid,CLB,M,25,18,1590,0,1,13,0,0,0/0,0,0,0.0,0.0,1,1,0,0.06,26,20,0,5,1,0.0,2015,reg,100000,110000
1944,kevin molino,MIN,M,7,7,605,0,1,14,4,0,0/0,0,0,0.0,0.0,1,0,1,0.15,4,22,0,3,0,28.57,2015,reg,100000,111400
1945,lewis neal,ORL,M,21,18,1509,0,1,15,4,0,0/0,0,0,0.0,0.0,0,1,0,0.06,7,11,1,0,0,26.67,2015,reg,112500,119103.28
1946,alvas powell,MIA,D,31,31,2726,0,1,18,4,0,0/0,0,0,0.0,0.0,0,1,0,0.03,30,40,2,7,0,22.22,2015,reg,60000,68700
1947,eric gehrig,CHI,D,25,25,2214,0,1,19,5,0,0/0,0,0,0.0,0.0,0,0,1,0.04,22,14,0,5,0,26.32,2015,reg,95000,100833.33
1949,danny mwanga,ORL,F,4,1,110,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,1,0,0,,2015,reg,75000,82500
1950,chris schuler,RSL,D,5,5,450,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,4,0,1,0,,2015,reg,165000,182000
1951,leandro barrera,SJ ,M,6,1,139,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,,2015,reg,60000,60000
1952,ben zemanski,POR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,81033,83533
1953,steven lenhart,SJ ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,150000,159083.33
1955,danny cruz,PHI,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,125000,131666.67
1958,jeremy hall,NE ,D-M,12,11,998,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,15,10,0,2,0,,2015,reg,70000,70000
1963,todd dunivant,LA ,D,3,1,68,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,,2015,reg,185000,205750
1964,stephen keel,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,60000,60000
1965,andre lewis,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,60000,75000
1967,leo fernandes,PHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,60000,60000
1968,michael seaton,DC ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,60000,63000
1969,andres correa,SEA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,60000,68166.67
1971,greg cochrane,CHI,D,4,4,334,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,,2015,reg,60000,60000
1973,charlie rugg,LA ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,60000,60000
1974,donnie smith,NE ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,60000,60000
1975,collin martin,DC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,70000,84166.67
1976,leo stolz,NYR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,70000,86250
1977,jalen robinson,DC ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,70000,82000
1978,schillo tshuma,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,85000,123000
1979,boyd okwuonu,RSL,D,3,1,118,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,60000,80000
1980,danny garcia,DAL,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2015,reg,70000,86000
1981,jordan hamilton,CLB,F,2,0,13,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0,,2015,reg,63000,75500
